title,body,url,side_score,failure_score,noise_score,final_score,reason
지구의 이해,"20/09/01 15:23
김유미 교수님 지구의 이해 재택 과제 파일들어갔는데 2-(2)번 문제 저만 없나요?? 다들 있나요?? 안보여요ㅜㅜ",https://everytime.kr/375208/v/140363092,3,3,1,5,부업 관련이나 실패 여부 애매
피팅제품 원가판매,"24/02/23 10:10
한 번 시착한 제품 저렴하게 판매해요
쇼핑몰보다 저렴하게 가져가세요!",https://everytime.kr/377489/v/331865051,4,1,0,5,부업 관련이나 실패 여부 애매
지금하는 알바 그만두고 새로 시작하려는데,"21/03/30 11:48
새로하려는 알바 B는 오늘까지 모집 마감이고 지금 하는 알바 A는 아직 그만둔다고 말도 안했음
그리고 두 알바 시간이 겹쳐서 투잡 뛸 수는 없는데 어떻게 할까 조언좀여
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/179725018,3,2,0,5,부업 관련이나 실패 여부 애매
,"20/03/09 12:47
혹시 부업알바 해본사람들 있어 ...? 인스타나 블로그에 글홍보해서 돈받고 사람들 유치해서 돈받는 그런 홍보알바...! 페북에 맨날 고수익알바라고 뜨는데 진짠가 해서,,",https://everytime.kr/375210/v/108187194,7,0,0,7,부업 관련이나 실패 여부 애매
시골에서 안정적으로 살기 vs 수도권에서 일반 회사원으로 살기,"(알수없음)
22/05/06 18:35
시골에서 안정적으로 살기
(자연경관 좋음, 가족이랑 살기 좋은 주택, 재택근무 월급은 적당하게 받음, 주말에 일 안 함, 일 하면서 스트레스 별로 없음/ 배민 켜도 가게 거의 안 뜸 9시 이후론 불가, 대형마트 없음 오직 하나로 마트, 그나마 중심지로 나가도 있는 건 롯데리아 뿐, 24시간 편의점 없음, 택배 최소 이틀)
수도권에서 일반 회사원으로 살기
(일반 회사원이랑 같은 삶, 일 하면서 스트레스 꽤 받음)
(알수없음)",https://everytime.kr/375208/v/250320168,3,3,0,6,부업 관련이나 실패 여부 애매
울회사 타 팀원 근태 시간 볼 수 있는데,"SysAppDev
02/07 04:01
팀장이 입원한 팀원이 재택할 수 있게 노트북 병실에 가져다주더니
재택 근무 시간 하루에 10-13시간 찍히고 있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
이 친구 병원애서 평생 못 나올 거 같은데 ㅋㅋㅋㅋㅋㅋㅋ",https://everytime.kr/386037/v/399718290,3,1,1,3,부업 관련이나 실패 여부 애매
쇼핑몰 조거팬츠에 안좋은 기억이 있어,"23/12/19 18:42
원래 넉넉한 길이였는데
세탁할때마다 줄어들어서 지금 내 종아리 반까지밖에 안옴ㅋㅋ시부랄
옷을 어떻게 만든거야",https://everytime.kr/375208/v/325513598,3,1,1,3,부업 관련이나 실패 여부 애매
재택근무 1년차 후기,"23/05/04 14:24
장점 :
1. 9시 일 시작이면 8시 57분에 기상해도 됨
2. 일 시작 전, 끝난 후에 이동시간이나 이런거 없이 바로 자유시간
3. 어디서나 일할 수 있음. 집은 물론 본가도 가능하고, 여행가서도 가능함 (호텔에서 해본적도 있고, 국내 여행갔을때 그 지역 스터디카페 스터디룸 아무데나 들어가서 한적도 많음)
4. 의상이나 메이크업 등등 불필요한 차림새에 관여받지 않음
5. 이동 비용 같은 일 외적으로 추가적인 비용이 안들음
6. 감시받지 않아서 업무 내 자유도가 높음
단점 :
1. 나태해지고 프로의식이 떨어짐
2. 일할때 긴장감이 떨어져서 자꾸 졸림
3. 결과물이 좋으면 상관 없는데 아웃풋이 조금 떨어질 때 모든 책임을 내가 져야함
4. 업무에 관해서 뭔가를 물어보거나 회의를 하거나 할 때 확실히 대면해서 하는 것 보다 커뮤니케이션의 퀄리티가 떨어짐
처음 한 3개월 정도는 장점이 너무 매력적이었는데 일 하다보니 단점이 너무 커져서 그만둠
아웃풋도 떨어지고 초심 잃은게 내 눈에도 보이더라
집에 있거나 혼자 있어도 진짜 자기관리 시간관리 철저하고 분위기에 구애받지 않는 사람이라면 최적의 조건일듯
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/301592384,3,3,0,6,부업 관련이나 실패 여부 애매
🎓 졸업식꽃다발 플로랄데이즈 예약부터 픽업까지 편리하게 준비하세요.,"24/02/16 21:44
안녕하세요.
생화전문 온오프라인플라워샵 플로랄데이즈입니다.
플로랄데이즈는 신가점, 첨단점(보이저첨단)과
온라인 스마트스토어를 함께 운영중인 생화전문플라워샵입니다.
작년 5월 봉지에서 플리마켓 진행하며 전대 학우분들과 꽃으로 소통했던 그 업체입니다^^
v 인스타그램: @ floraldays_flowershop
v 블로그: https://blog.naver.com/floraldays_flower
v 예약방법: 네이버 '플로랄데이즈'검색 후 네이버예약(날짜, 시간, 사이즈, 옵션 등 선택가능)
: 요청란에 전남대학교 배송요청(9시 30분 김** 픽업으로 작성부탁드려요.)
v 픽업방법: 졸업식 당일 오전 9시 30분~10시 공대 시계탑앞 네이버 예약내역 확인 후 전달.
2024년 2월 26일 월요일 전남대학교 졸업식 꽃다발 예약시 플로랄데이즈 두 곳 매장은 물론 교내에서 무료 픽업가능하도록 준비해드려요.
매장 픽업시 전남대학교 학생증 제시하면
꽃다발 S사이즈 이상 구매시 쇼핑백/플라워푸드 서비스로 제공해드립니다 ^^
- 교내 픽업일시: 2월 26일 오전 9시 30분~ 10시
- 교내 픽업장소: 공대 시계탑(카페)앞 테라스
- 전남대학교 졸업꽃다발 혜택:
✔️ 무료 배송서비스
✔️ 꽃다발 M사이즈이상 구매시 쇼핑백증정
- 선물용 한송이꽃다발, 미니꽃다발 도 정성스럽게 준비해드립니다.
- 꽃다발 색감 및 사이즈 선택 가능(졸업식꽃다발은 특정 이미지상품 준비는 어려우실수있으니 이점 양해부탁드립니다.)
졸업식당일은 구매가 어려우실수있으니 23일까지 선예약부탁드립니다.
인생의 소중한 순간 졸업식 꽃다발 생화전문 플라워샵 플로랄데이즈와 함께하세요^^",https://everytime.kr/375182/v/330838764,6,1,0,7,부업 관련이나 실패 여부 애매
무단으로 내 번호로 택배시키는 경우,"24/06/21 14:10
어떻게 해야하나요 ?
검색해봐도 경찰도 소용없을거라 그러고 ..
한번이면 실수겠거니 했는데
제 번호로 옷을 계속 사요 ..
택배 문자랑 쇼핑몰 카톡이 매일 와서 미칠 것 같은데
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/346927008,3,3,0,6,부업 관련이나 실패 여부 애매
군대에서 헤어진 전여친,"20/07/15 12:17
2년이 지났지만......
신교대에서 차였지...
이해해 2년 진짜 긴 시간이잖아.
기다릴 생각하면 진짜 내가 여자여도 쉽지 않을 것 같아.
형 동생 누나들한테 전화오는 것 보면
얘가 엄청 힘들어한데 수업시간에는 축~쳐져있고 표정이 항상 어둡데 그래서 더 맘 아팠어.
자대 배치 받고도 서로 전화하면 맨날 울고...
진짜진짜 차였지만 얘가 너무 좋았고
어떻게든 잡을려고 생각은 했는데 이기적일 것 같더라.
누구든 자기가 좋아하는 사람이 울면 싫을꺼잖아...
나도 얘가 우는게 나때문에 힘들어하는게 싫어서
자대배치 받고 얼마 안되었을 때
전화하면서 미안... 하면서 이야기 시작했는데
나랑 걔랑 눈물만 펑펑 흘렸어 본이야기는 하지도 않았는데
내가 용기내서 울음 최대한 참으면서
우리가 2년을 만났는데, 그 시간 진짜 길었잖아.
행복해하면서도 2년이란 기간이 그렇게 길었는데
군대 2년 너무 길다. 우리 진짜로 끝내자.너도 힘들잖아.
고마웠어. 너도 그만 울어 울면 지치고 학교에서 수업들을 힘 안나잖아.
결국 울음으로 시작해 오열로 전화가 끝났어.
이후 한번정도 전화하고 지금까지 연락안해.
전역 후 과가 같은 건물이라서 얼굴 보면 웃으면서 인사는 해.
서로 이야기하거나 등 인사 외에는 아무것도 하지않구.
전역한지도 2년이 다 되어가네...
얘랑 사귀는 동안 바람을 필랑말랑했어
물증은 없지만(정황을 내가 포착했지만 항상 내가 실수해서 둘이 만나려는 건 못잡음) 심증만 있는....
그래서 그 남자분이랑도 싸우고했지 엄청
남자가 그때 그러더라
니가 못하니깐 얘가 나랑 연락하는 것 아니냐고
니가 잘란게 있으면 얘가 나랑 연락하겠냐고
머리가 띵~~하더라.
저 남자분? 키크고 잘생기고 집에 돈 많아.
나? 키작고 평범함. 집안? 먹고는 살만해. 근데 부모임이 힘들게 버신 돈, 그게 부모님 돈이지 내돈 아니잖아?
용돈 받는거 미안해서 항상 적더라도 더 달라고 하지않았어.
내 등록금, 용돈, 보험비만 해도 얼마나 돈이 나가...
집에서 가족들 다 모였을 때 치킨 사달라고 한것 외에는 뭐 옷이든 머든 사달라고 한적 없어.
물론 내가 자기합리화 하는 것일 수도 있어.
전여친이랑 같이 살면서 투잡 뛰었어.
택배상하차하고 단기알바들 다니고
그러면서 월세내고 학교 다니고 밥사먹고
적지만 장학금도 받고
그런데 그때 당시에는 존심이 와르르르 무너지더라.
시간많이 흘렀지.
지금 막 화나거나 하지도 않고
그냥 난 내가 좋았던 기억이라고 지금도 생각해.
추억이었고 만나는 동안에 어떤 일이 있었던
얘가 있었음에 정말정말 행복했거든
그래서 좋은 추억으로 갖고 있어.
어제 알게되었어.
나랑 헤어지고 만난 사람이 그 사람이라는거.
지금도 잘 만나고 있다라는거.
시간이 흘렀는데 뭐가 중요해!
응원은 안해 그렇다고 욕도 하지않아.
난 내 추억 그대로 내 맘대로 기억하고 싶은데로
행복했던 것만 기억할껀데
근데 왜 여기에 글을 적냐면
그냥이지뭐~~
이렇게라도 안털어내면 찝찝하잖아!!
괜히 내가 조금이라도 신경쓰여서
내가 내 좋았던 추억 바꾸고 싶지 않거든
글이라도 써서 훌훌 털어내야
속에 안남을 것 같아서
찌질이의 글이였어.
결론: 연애하고 싶어진다!!
이야기 끝~",https://everytime.kr/375208/v/132765157,3,3,1,5,부업 관련이나 실패 여부 애매
직업 중에서 인기 버튜버가 제일 부럽다,"24/05/26 14:17
버튜버라 신상 팔릴일도 없는데 재택근무에 억대 연봉이면 최고의 직업인듯
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/343950971,3,1,0,4,부업 관련이나 실패 여부 애매
전대쪽에 탕수육 맛있는데 아시는분?,"20/09/24 16:24
16년도랑 17년도에 제1 학생회관 식당쪽 (신세계푸드인가 외부업체?가 들어와서 음식팔던데)
에서 맨날 중화요리 코너에서 탕수육+짬뽕 먹었는데 제대하고 나서 학생회관 가니까 공사중이라고 식당이
아예운영을 안하던데 비슷하게라도 탕수육+짬뽕 맛있게하는 중국집 아시는분 있나요?",https://everytime.kr/375208/v/144852691,3,0,0,3,부업 관련이나 실패 여부 애매
재택수업,"20/03/11 12:16
노트북으로 들으려면
전대포털 들어가서 이클래스로 접속하는 방법 밖에 없나요?",https://everytime.kr/375208/v/108564714,3,0,0,3,부업 관련이나 실패 여부 애매
고졸 현차 생산직 형이 부럽다,"(알수없음)
23/06/12 00:02
고깃집 & 현차 투잡하다가 지금은? 현차만다님
고깃집 팔앗는데 그게 일단 3억 ;;
저형 94년생인데 ... (문여은 ㅡ 가명)
(삭제)
삭제된 댓글입니다.
(알수없음)
ㄴㄴ 실친끼리만든방인데 여러모르는사람이온 오픈톡임
23/06/12 00:06",https://everytime.kr/375208/v/306279530,3,3,0,6,부업 관련이나 실패 여부 애매
투잡 하시는분들,"22/09/24 13:44
전 평일야간 편의점 1일하고
헬스장 카운터 주말2일 10시간씩하는데
다른분들은 어떻게하시나요?",https://everytime.kr/375208/v/269356426,3,1,0,4,부업 관련이나 실패 여부 애매
4500 워라밸 vs 6000 업무지옥,"23/07/19 14:40
머가 맞는거같음?
워라밸은 9to6 밥시간 한시간반
야근 x, 주출 x,
정해진 데일리 업무만 수행, 발전 x
출퇴근거리 버스 편도 30분정도
연차소진 통보시킴
업무지옥은 10to7 밥시간 한시간
야근 o, 주출 분기당 4일정도
주도적으로 업무 수행, 발전 o
출퇴근 지하철 편도 50분정도
연차 안쓰면 수당으로 지급
둘다 통신비 식비카드 나오고 업무지옥은 저녁식대도 나옴
재택이랑 복지포인트는 둘다없음
(삭제)
삭제된 댓글입니다.",https://everytime.kr/386037/v/310229931,3,1,0,4,부업 관련이나 실패 여부 애매
<주요 안내 사항> 수정!!,"(알수없음)
20/04/22 01:40
< 주요 안내 사항 >
가. 재택수업 기간 연장
- (기존) ‘20. 3. 16.(월) ~ 4. 24.(금) → (변경) ‘20. 1학기말까지
※ 재택수업 기간 단축 시 1주일 전에 공지
나. 실험실습 및 전공실기 교과목
- ‘20. 4. 27.(월)부터 초중고 등교 시기를 감안하여 부분적으로 운영할 예정
- 집중보강기간 운영: '20. 6. 29.(월) ~ 7. 19.(일), 3주간 지정
※ 집합수업이 불가피한 실험실습 교과목과 전공실기 교과목 등은 일반 교과목 종강 후 3주간 집중보강기간 운영
다. 중간고사 실시 여부 및 방법
- 교과목 담당교원이 자율적으로 결정(미실시, 과제물 대체, 온라인 평가 등)
- 재택수업 기간에는 등교 시험 불가
라. 성적평가
- 절대평가(A등급 비율 50% 이하)를 허용함
- 실험실습 교과목은 합불제 평가도 허용, A등급 비율 50% 이하 제한 적용 여부를 지속 검토",https://everytime.kr/375208/v/117148707,3,1,0,4,부업 관련이나 실패 여부 애매
인생은 부모빨이란걸 느낀다,"(알수없음)
18/11/29 17:01
친한 친구가 네일아트 샵 차리겠다고 3년째 투잡 뛰는 중이거든?
실력도 좋고 착하고 성실한 친구야
근데 고딩 후배 중 한명이 집이 잘사는데 완전 망나니야 중학교때부터 술먹고 담배피고
20살땐 술자리에서 사람 패서 합의금으로 5백인가 물어주고 근데 얘가 6개월 전부터 네일아트 하겠다고 배운다고 하더라?
근데 어제 연락왔음 서울에 네일아트샵 차렸으니깐 놀러오라고 ... 직원만 3명이라더라
전화받고 친구생각도 많이 나고 좀 박탈감 들더라",https://everytime.kr/375208/v/57846039,3,3,0,6,부업 관련이나 실패 여부 애매
,"20/03/05 19:50
재택근무 3일차
진짜 위에는 블라우스 밑에는 츄리닝입고 화상회의하는 개병신짓이 시작됐다. 진짜 개병신
내일은 무급휴일인데 업무처리 할거 오전에 좀만 하자고하는 이 병신같은 근무체계
(알수없음)",https://everytime.kr/386037/v/107584024,3,3,0,6,부업 관련이나 실패 여부 애매
이쯤되면 코로나 X발것,"20/03/12 14:17
2주정도 재택하다 학교 가서 듣고 시험볼줄 알고 좋아했는데, 실제로는 오늘 교수님께 연락받은걸로는 2주이상 싸강할수 있는 확률이 올라갔다해서 서로 당황해버림. ㅁㅊ",https://everytime.kr/375208/v/108768392,3,3,0,6,부업 관련이나 실패 여부 애매
수질환경기사 정보처리기사 전기기사 자격증소지자 진짜간단재택업무알바 월30만,"22/05/12 13:31
아는 오빠 회사에서 재택알배생을 구한다고 하네요.
장기근무자일 수록 좋고,(6개월정도)
자격증소지자를 우대합니다.
수질환경기사나
정보처리기사 자격증 소지자는 연락하시면
채용되실것 같아요.
간단한 재택 업무라서 시간도 많이 들지 않고
크게 어렵지 않대요.
쪽지 주시면 담당자 연락처 알려드릴께요~",https://everytime.kr/377479/v/251145732,3,1,0,4,부업 관련이나 실패 여부 애매
,"23/03/07 22:43
투잡 뛰면 힘듬?
나 간호대생이고... 앞으로 임상간호사로 일할거 같고...
몰라 근데 돈을 겁나 좋아해서 진짜 체력만 된다면 워라벨 그런거 없고 돈 최대한 많이 벌고 싶어...
막 간호사로도 일하고... 딴데서 알바도 하고... 재테크도 하고...",https://everytime.kr/375210/v/292384934,3,3,0,6,부업 관련이나 실패 여부 애매
재택근무로 먹고 살고 싶다,"22/09/12 22:27
여러 알바를 하면서 느껴지만 난 인긴관계 쌓는 거 귀찮고 집 나가는것도 귀찮으니 걍 재택근무로 일하면서 혼자 살다가 집에서 고독사 하고 싶다!",https://everytime.kr/375208/v/267796236,3,1,0,4,부업 관련이나 실패 여부 애매
아디다스 뉴캐슬 롱슬리브 져지 IX5156 팝니다,"25/03/31 02:26
아디다스 뉴캐슬 롱슬리브 져지
가격 : 170,000₩
상품코드 : IX5156
사이즈 : L
뒤에 사진 2개는 쇼핑몰 캡처
남자 175cm 78kg인데 저한텐 제가 원하는 널널한 핏이 아니라 딱 맞는 핏이네요
해외직군데 사이즈 잘 못 샀어요ㅠ
남자 165~172 정도면 예쁜 핏일듯합니다
밖에서 한번도 못 입고 사자마자 팝니다
택도 아직 안 뗀 새상품
(삭제)
삭제된 댓글입니다.",https://everytime.kr/377489/v/375376958,3,1,1,3,부업 관련이나 실패 여부 애매
전대 후문에 전남대 굿즈샵(?),"23/12/18 22:57
거기에 벨트도 판매하나요?? 지금 벨트 풀다가 끊어져서 1개 구매해야 할 것 같아서요 ㅠㅠ 판매 안한다면 학교 주변에서 가장 가까운 옷가게나 쇼핑몰 알려주시면 감사하겠습니다!
(알수없음)",https://everytime.kr/375208/v/325431322,4,1,1,4,부업 관련이나 실패 여부 애매
✏재택근무/재택수업관련 설문조사✏,"21/01/22 13:39
본 설문조사는 전남대학교 글로컬 소셜디자인 전문가 과정 교육프로그램 팀프로젝트를 위한 조사로,
재택근무와 가구 인식에 대한 설문조사입니다!
(설문조사 결과 및 개인정보는 프로젝트 종료인 2월5일 이후에 파기될 예정입니다)
안녕하세요!
저희는 전남대학교 글로컬 소셜디자인 전문가 과정 교육프로그램에 참여 중인 팀 Dobby입니다😎
프로젝트 자료를 수집하기위해 설문조사를 진행 중입니다!
재택근무/재택수업 해보신 분들이라면 누구든지 가능하니
많은 참여부탁드려요!
https://forms.gle/nyN8ZchJfqLnnxze6
https://forms.gle/nyN8ZchJfqLnnxze6
https://forms.gle/nyN8ZchJfqLnnxze6
문항은 총 9문항이고 간단한 항목들이니
많은 참여 부탁드립니다👏👏
감사합니다!",https://everytime.kr/375182/v/163128459,3,3,0,6,부업 관련이나 실패 여부 애매
편의점 점주들은 왜이리 엄살이 심하냐,"02/07 17:36
매출 안나와서 인건비 아끼고 싶으면 직접 필드 뛰던거 뭐하러 알바 써가면서 인건비 나가고 돈 없다 징징거리는지
ㅅㅂ뭐 투잡 뛰는거면 이해라도 하지 개백수면서",https://everytime.kr/375208/v/399744178,4,1,0,5,부업 관련이나 실패 여부 애매
1만원 이하 빈티지 옷은 여기 다 있다!,"24/02/13 14:31
1만원 이하로 마음편하게 쇼핑할 수 있다‼️
https://www.vingle.kr/
알* 익*프레스 아닙니다,,
우리는 지구와 지갑을 동시에 지키는 빈티지니까!🍀
오직 내 취향만을 생각하는 행복한 소비를 경험해보세요🫶
✅ 빈티지 쇼핑몰을 다 모아놨어요!
✅ 내 스타일 빈티지 옷을 쉽게 찾을 수 있어요.
✅ 거래하러 갈 필요없이 배송까지, 새로워진 빈티지 쇼핑을 즐기세요.
빈티지 개강룩 구경하러가기
⬇️⬇️⬇️
https://www.vingle.kr/",https://everytime.kr/375182/v/330308899,3,1,0,4,부업 관련이나 실패 여부 애매
우리학교 재택수업하면,"20/03/07 13:53
제가 잘몰라서 그러는데 학교 재택수업해서 원격으로 강의듣게 되면 수업시간에 맞춰서 컴퓨터앞에딱앉아있어야해요??👉👈",https://everytime.kr/375208/v/107888057,3,1,0,4,부업 관련이나 실패 여부 애매
👇전남대학교 3월 3주차 소식알려드립니다,"20/03/19 00:40
전남대학교 여수캠퍼스 공식유튜브에서
주요 학사일정 변경(조정) 안내, 코로나19 대응을 위한 재택수업 공지, 폐강 교과목 및 수강정정 안내, 신(편)입생 학생증(스마트 카드) 배부 일정 안내 등 학교 일정과 유익한 정보들을 모아 영상으로 만들어주셨습니다✨ 신입생 여러분들은 물론 재학생 여러분들까지 많은 도움이 되는 영상자료가 될 것이라 생각되어 링크 함께 올려보니 영상 한번 봐주시고 구독 버튼도 함께 눌러주시면 앞으로도 다양한 정보들을 얻으실 수 있을거에요🥰
❤️👇👇👇👇👇👇👇👇👇👇👇👇💙
https://youtu.be/AKyk0a9965Q
(알수없음)",https://everytime.kr/375209/v/110619688,3,1,0,4,부업 관련이나 실패 여부 애매
기업경영학원론 재택과제,"20/05/03 01:05
다 한사람?? 미루고미루다 드디어 시작하네요ㅋㅋ..
저처럼 안하신분있나요??",https://everytime.kr/375209/v/119201730,3,3,1,5,부업 관련이나 실패 여부 애매
코스트코 복합쇼핑몰 들어올때까지,"(알수없음)
25/01/07 12:25
절대 민주당 지지 안한다
ㅅㅂ 내가 코스트코 피자 먹으려고 대전까지 가야 되겠냐?
다른 지역 다 있는거 광주에는 없는게 말이 되냐?
이 지역이 뭔 죄가 그렇게 많다고 아무것도 안들여오냐??",https://everytime.kr/375208/v/365274323,3,1,0,4,부업 관련이나 실패 여부 애매
광주가 젊은 사람 떠날 수 밖에 없는 구조지,"(알수없음)
24/05/24 20:59
일자리도 없어
지하철은 2호선 깔겠단지 몇 십년인데 아직도 안해
복합 쇼핑몰 하나 들어온다는것도 결사 반대해
시민단체가 입김 꽉쥐고 도시 시골화에 앞장서
16학번인데 주위 친구들 나포함 다 광주 떠남 ㅇㅇ",https://everytime.kr/386037/v/343802257,3,1,0,4,부업 관련이나 실패 여부 애매
쇼핑몰 사장이랑 다투고있는데,"25/11/05 11:09
10월 29일 오전 11시에 배송온것 7일이상 경과시 반품접수 불가래 그럼 나는 언제까지 반품접수누를수있어?
글쓴이:11.05일되자마자 반품접수
쇼핑몰 사장:시간 안따지고 일수로 따진다며 접수 안된다함
내 의견은 7일이려면 11.05 오전11시가 7일차지 않나",https://everytime.kr/375208/v/393543433,3,3,0,6,부업 관련이나 실패 여부 애매
왜 우리는 복합 쇼핑몰 아직까지 없음?,"(알수없음)
24/12/13 00:30
왜 우리는 복합 쇼핑몰 아직까지 없음? 왜 우리는 복합 쇼핑몰 아직까지 없음? 왜 우리는 복합 쇼핑몰 아직까지 없음? 왜 우리는 복합 쇼핑몰 아직까지 없음? 왜 우리는 복합 쇼핑몰 아직까지 없음? 왜 우리는 복합 쇼핑몰 아직까지 없음? 왜 우리는 복합 쇼핑몰 아직까지 없음? 왜 광주에는 샤넬 안팜? 왜 광주에는 샤넬 안팜? 왜 광주에는 샤넬 안팜? 왜 광주에는 샤넬 안팜? 왜 광주에는 샤넬 안팜? 왜 광주에는 샤넬 안팜? 왜 광주에는 샤넬 안팜?
(삭제)
삭제된 댓글입니다.
(알수없음)
? 왜갑가지시비세여
24/12/13 00:32",https://everytime.kr/375208/v/363003767,3,1,0,4,부업 관련이나 실패 여부 애매
,"21/12/05 15:15
방과후 온라인 초등 학습관리(체크/독려) 모집(재택가능)
학습관리 목적 : 아이들의 교과목 학습체크(화상)와 학습독려를 장려(전화체크)해서 공부습관을 길들이기 위한 학습관리가 주 목적입니다.
회원학년 : 초등 1학년 ~ 4학년
과목 : 국어 / 수학(산수) ※영어과목 없음
1. 업체명 : (주) ES
모집부분 : 초등학습관리 : 1:1 온라인 학습관리 선생님
#학년#재택#요일#시간#장소(재택)#회원수 = 선택가능
※ 오프라인 학원 & 과외알선 업체 아님.--->기타 업무 없음. 수수료 없음.
온라인 컨텐츠 1:1 학습관리만 진행!!
2. 상세 내용 :
주1회씩 초등학생 학습관리
월 학습관리란?
회원 1명에게
1주차 : 10분 1:1화상 학습체크
2주차 : 5분 전화 학습독려
3주차 : 10분 1:1화상 학습체크
4주차 : 5분 전화 학습독려
+ 학부모에게 월 1회 학습독려 및 결과 안내 전화 5~10분
3. 수수료 = 1회원 월 학습관리비 : 10,000 이상 + @수당
※ 영업 활동 없음, 기타업무 전혀 없음, 방문학습이 아님, 온라인으로만 진행됩니다.
학습관리 시간 : 오후 3시~10시까지 ---> 지원하신분이 선택가능
요일 : 평일만(월~금) ------> 지원하신분이 선택가능
4. 채용 절차 : 업무설명회 --> 30분 : 정확히 어떤일을 하는지 설명회를 통해 자세히 설명해 드려요~!!
업무설명회 신청 --> 교육 --> 회원관리 시작~!
이메일 접수 : tutor@eskr.kr 또는 온라인 설명회 신청 : http://esedu.co.kr/recruit/
연락처를 남겨주시면 담당자가 전화 드립니다. 1800-8297로 전화가니 꼭 받아주세요
※ 교육은 습득하신분들 마다 상의 하지만 최단 2일 ~ 정도 하루 3시간정도 이며,
교육은 온라인 시스템 교육이며, 관리하실수 있는 스크립트가 다 있어요~~!! 별도 준비할 필요 없음.
회원관리 시작하기 전 확인 연습을 하신후 바로 시작하실수 있어요~!!
- 재택근무 , 센터 이용가능합니다.",https://everytime.kr/424589/v/220850905,3,3,0,6,부업 관련이나 실패 여부 애매
인문대 나와서,"23/07/27 23:32
동대문 가서 옷 사서
네이버 스마트스토어에서 파는걸로 돈벌면
상위 몇 프로야?
(알수없음)",https://everytime.kr/375208/v/310916667,3,0,0,3,부업 관련이나 실패 여부 애매
드디어 공직사회에도 여성 숙직제가,"(알수없음)
21/01/16 19:26
양성평등을 위한 한걸음이라서 반갑다
엥? 잠깐만... 재택?
이게 아닌데? 이게 뭐고?
이상하다...",https://everytime.kr/375208/v/162317690,3,0,0,3,부업 관련이나 실패 여부 애매
기업경영학원론 한병세교수님 과제,"20/04/12 19:22
그 재택수업과제는 그냥 출석강의 때 내면 되는겅가요??
그 3문제 작성하는그거요
(알수없음)",https://everytime.kr/375209/v/115480575,3,3,1,5,부업 관련이나 실패 여부 애매
친구가운영하는,"23/10/02 22:02
쇼핑몰인데 오픈 에벤트로 맨투맨이랑 후드티 엄청 저렴하게 팔고 있대요! 에이블리랑 지그재그보다 싸게 파니까 살 사람들은 한번씩 구경하세용☺️☺️
https://naver.me/GYcpv80D
https://m.smartstore.naver.com/dearcozy__
인스타 아이디: https://instagram.com/dearcozy_i?igshid=NGVhN2U2NjQ0Yg==
이 글은 댓글이 달린 이후에는 수정 및 삭제가 불가능하므로, 작성하신 댓글이 삭제될 우려가 없어요.
보다 많은 학우들에게 도움이 될 수 있도록 정성이 담긴 답변을 부탁드려요.",https://everytime.kr/375208/v/318041058,3,3,0,6,부업 관련이나 실패 여부 애매
"IB??, 저축은행??","(알수없음)
21/12/27 23:20
IB가 저축은행인가요?
저축은행은 뭘하는거죠 일반 농협그런은행은 아닌거 같은데 대부업도 아닌거같고 뭐하는 은행인가요? 여기서 대출이런것도 하나요?",https://everytime.kr/375208/v/224318461,3,1,0,4,부업 관련이나 실패 여부 애매
시험은..,"(알수없음)
20/03/25 01:31
재택수업으로 교수님들이 수업자료 올려주시는데 그 범위는 시험볼때 따로 수업안하시고 시험보는건가요?",https://everytime.kr/375209/v/112121711,3,1,0,4,부업 관련이나 실패 여부 애매
대면6학점 드디어 종강,"25/07/24 12:35
ㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂ
알바 투잡까지하느라 뒤지는줄 ㄹㅇ",https://everytime.kr/375208/v/385751049,3,0,0,3,부업 관련이나 실패 여부 애매
상세페이지 작성해주실 분 모십니다.,"21/07/08 20:58
제품 촬영, 포토샵, 간단한 일러(사진에 캐릭터와 글자를 넣을 정도) 가능하신 분 모십니다.
상품 종류는 스티커이며, 3~10장이 1set 1건으로 진행됩니다.
페이는 이야기 나눠 보고 결정 해요
아주 간단하고 난이도 낮은 상세페이지 작업입니다. 가능하신분 연락 부탁드려요.
재택근무 가능합니다.
냥줼리
https://open.kakao.com/o/sKhKBqkd",https://everytime.kr/377489/v/199090840,3,1,0,4,부업 관련이나 실패 여부 애매
